Rank,Release,Opening_Rev,Total_Gross,Non_opening_rev,Percent_of_Total,Theaters,Average_Theatre_Rev,Date,Distributor
743,The Emoji Movie,24531923,86089513,61557590,28.50,4075,6020,28/07/2017,Sony Pictures Releasing
744,Pet Sematary,24502775,54724696,30221921,44.80,3585,6834,05/04/2019,Paramount Pictures
745,Act of Valor,24476632,70012847,45536215,35,3039,8054,24/02/2012,Relativity Media
746,Forrest Gump,24450602,329694499,305243897,7.40,1595,15329,06/07/1994,Paramount Pictures
747,Mean Girls,24432195,86058055,61625860,28.40,2839,8605,30/04/2004,Paramount Pictures
748,Failure to Launch,24411322,88715192,64303870,27.50,3057,7985,10/03/2006,Paramount Pictures
749,Race to Witch Mountain,24402214,67172594,42770380,36.30,3187,7656,13/03/2009,Walt Disney Studios Motion Pictures
750,Contraband,24349815,66528000,42178185,36.60,2863,8505,13/01/2012,Universal Pictures
751,The Chronicles of Riddick,24289165,57761012,33471847,42,2757,8809,11/06/2004,Universal Pictures
752,The Haunted Mansion,24278410,75847266,51568856,32,3122,7776,26/11/2003,Walt Disney Studios Motion Pictures
753,The Last Samurai,24271354,111127263,86855909,21.80,2908,8346,05/12/2003,Warner Bros.
754,TMNT,24255205,54149098,29893893,44.80,3110,7799,23/03/2007,Warner Bros.
755,No Good Deed,24250283,52543632,28293349,46.20,2175,11149,12/09/2014,Screen Gems
756,Barbershop 2: Back in Business,24241612,65111277,40869665,37.20,2711,8941,06/02/2004,Metro-Goldwyn-Mayer (MGM)
757,"Me, Myself & Irene",24209385,90570999,66361614,26.70,3019,8019,23/06/2000,Twentieth Century Fox
758,The Addams Family,24203754,113502426,89298672,21.30,2411,10038,22/11/1991,Paramount Pictures
759,Coach Carter,24182961,67264877,43081916,36,2524,9581,14/01/2005,Paramount Pictures
760,Maze Runner: The Death Cure,24167011,58032443,33865432,41.60,3787,6381,26/01/2018,Twentieth Century Fox
761,Warcraft,24166110,47365290,23199180,51,3400,7107,10/06/2016,Universal Pictures
762,Con Air,24131738,101117573,76985835,23.90,2824,8545,06/06/1997,Walt Disney Studios Motion Pictures
763,Exodus: Gods and Kings,24115934,65014513,40898579,37.10,3503,6884,12/12/2014,Twentieth Century Fox
764,White Noise,24113565,56386759,32273194,42.80,2261,10665,07/01/2005,Universal Pictures
765,21,24105943,81159365,57053422,29.70,2648,9103,28/03/2008,Sony Pictures Releasing
766,Arrival,24074047,100546139,76472092,23.90,2317,10390,11/11/2016,Paramount Pictures
767,Tower Heist,24025190,78046570,54021380,30.80,3367,7135,04/11/2011,Universal Pictures
768,Pixels,24011616,78747585,54735969,30.50,3723,6449,24/07/2015,Sony Pictures Releasing
769,The Chronicles of Narnia: The Voyage of the Dawn Treader,24005069,104386950,80381881,23,3555,6752,10/12/2010,Twentieth Century Fox
770,Monster-in-Law,24000000,82931301,58931301,28.90,3424,7009,13/05/2005,New Line Cinema
771,The Fast and the Furious: Tokyo Drift,23973840,62514415,38540575,38.40,3027,7920,16/06/2006,Universal Pictures
772,Fahrenheit 9/11,23920637,119194771,95274134,20.10,868,27558,23/06/2004,Lionsgate
773,Captain Underpants: The First Epic Movie,23851539,73921000,50069461,32.30,3434,6945,02/06/2017,Twentieth Century Fox
774,Bad Moms,23817340,113257297,89439957,21,3215,7408,29/07/2016,STX Entertainment
775,The Town,23808032,92186262,68378230,25.80,2861,8321,17/09/2010,Warner Bros.
776,How to Lose a Guy in 10 Days,23774850,105813373,82038523,22.50,2923,8133,07/02/2003,Paramount Pictures
777,Rise of the Guardians,23773465,103412758,79639293,23,3653,6507,21/11/2012,DreamWorks
778,Paul Blart: Mall Cop 2,23762435,71038190,47275755,33.40,3633,6540,17/04/2015,Sony Pictures Releasing
779,The Fugitive,23758855,183875760,160116905,12.90,2340,10153,06/08/1993,Warner Bros.
780,Diary of a Wimpy Kid: Rodrick Rules,23751502,52698535,28947033,45.10,3167,7499,25/03/2011,Twentieth Century Fox
781,17 Again,23722310,64167069,40444759,37,3255,7287,17/04/2009,Warner Bros.
782,Fury,23702421,85817906,62115485,27.60,3173,7470,17/10/2014,Sony Pictures Releasing
783,Resident Evil: Extinction,23678580,50648679,26970099,46.80,2828,8372,21/09/2007,Screen Gems
784,Tomb Raider,23633317,58250803,34617486,40.60,3854,6132,16/03/2018,Warner Bros.
785,Open Season,23624548,85105259,61480711,27.80,3833,6163,29/09/2006,Sony Pictures Releasing
786,Goosebumps,23618556,80080379,56461823,29.50,3501,6746,16/10/2015,Sony Pictures Releasing
787,The Boss,23586645,63285885,39699240,37.30,3480,6777,08/04/2016,Universal Pictures
788,Dinner for Schmucks,23527839,73026337,49498498,32.20,2911,8082,30/07/2010,DreamWorks
789,Mary Poppins Returns,23523121,171958438,148435317,13.70,4090,5751,19/12/2018,Walt Disney Studios Motion Pictures
790,Dracula Untold,23514615,56280355,32765740,41.80,2885,8150,10/10/2014,Universal Pictures
791,The Amityville Horror,23507007,65233369,41726362,36,3323,7074,15/04/2005,Metro-Goldwyn-Mayer (MGM)
792,Be Cool,23450212,56046979,32596767,41.80,3216,7291,04/03/2005,Metro-Goldwyn-Mayer (MGM)
793,I Can Do Bad All by Myself,23446785,51733921,28287136,45.30,2255,10397,11/09/2009,Lionsgate
794,Save the Last Dance,23444930,91057006,67612076,25.80,2230,10513,12/01/2001,Paramount Pictures
795,Once Upon a Time in Mexico,23424118,56359780,32935662,41.60,3282,7137,12/09/2003,Sony Pictures Releasing
796,Face/Off,23387530,112276146,88888616,20.80,2621,8923,27/06/1997,Paramount Pictures
797,The Taking of Pelham 123,23373102,65452312,42079210,35.70,3074,7603,12/06/2009,Sony Pictures Releasing
798,The Polar Express,23323463,162775358,139451895,14.30,3650,6389,10/11/2004,Warner Bros.
799,Mortal Kombat,23283887,70454098,47170211,33,2421,9617,18/08/1995,New Line Cinema
800,Pineapple Express,23245025,87341380,64096355,26.60,3072,7566,06/08/2008,Sony Pictures Releasing
801,Alvin and the Chipmunks: Chipwrecked,23244744,133110742,109865998,17.50,3723,6243,16/12/2011,Twentieth Century Fox
802,Eragon,23239907,75030163,51790256,31,3020,7695,15/12/2006,Twentieth Century Fox
803,This Is It,23234394,72091016,48856622,32.20,3481,6674,28/10/2009,Sony Pictures Releasing
804,Hellboy,23172440,59623958,36451518,38.90,3028,7652,02/04/2004,Revolution Studios
805,Double Jeopardy,23162542,116741558,93579016,19.80,2547,9094,24/09/1999,Paramount Pictures
806,The Mask,23117068,119938730,96821662,19.30,2360,9795,29/07/1994,New Line Cinema
807,Star Trek: Generations,23116394,75671125,52554731,30.60,2659,8693,18/11/1994,Paramount Pictures
808,Eat Pray Love,23104523,80574010,57469487,28.70,3082,7496,13/08/2010,Sony Pictures Releasing
809,The League of Extraordinary Gentlemen,23075892,66465204,43389312,34.70,3002,7686,11/07/2003,Twentieth Century Fox
810,Smallfoot,23045635,83240103,60194468,27.70,4131,5578,28/09/2018,Warner Bros.
811,Resident Evil: Apocalypse,23036273,51201453,28165180,45,3284,7014,10/09/2004,Screen Gems
812,Star Wars: Episode VI - Return of the Jedi,23019618,252583617,229563999,9.10,1002,22973,25/05/1983,Twentieth Century Fox
813,27 Dresses,23007725,76808654,53800929,30,3057,7526,18/01/2008,Twentieth Century Fox
814,The Haunting in Connecticut2009 Re-release,23004765,55389516,32384751,41.50,2732,8420,27/03/2009,Lionsgate
815,The Princess Diaries 2: Royal Engagement,22956453,95170481,72214028,24.10,3472,6611,11/08/2004,Walt Disney Studios Motion Pictures
816,The Game Plan,22950971,90648202,67697231,25.30,3103,7396,28/09/2007,Walt Disney Studios Motion Pictures
817,Vantage Point,22874936,72266306,49391370,31.60,3149,7264,22/02/2008,Sony Pictures Releasing
818,Jack Reacher: Never Go Back,22872490,58697076,35824586,39,3780,6050,21/10/2016,Paramount Pictures
819,The Princess Diaries,22862269,108248956,85386687,21.10,2537,9011,03/08/2001,Walt Disney Studios Motion Pictures
820,Mission to Mars,22855247,60883407,38028160,37.50,3054,7483,10/03/2000,Walt Disney Studios Motion Pictures
821,The Interpreter,22822455,72708161,49885706,31.40,2758,8275,22/04/2005,Universal Pictures
822,Jackass: The Movie,22763437,64255312,41491875,35.40,2509,9072,25/10/2002,Paramount Pictures
823,Man on Fire,22751490,77911774,55160284,29.20,2980,7634,21/04/2004,Twentieth Century Fox
824,Mulan,22745143,120620254,97875111,18.90,2888,7875,19/06/1998,Walt Disney Studios Motion Pictures
825,Rugrats in Paris: The Movie,22718184,76507756,53789572,29.70,2934,7743,17/11/2000,Paramount Pictures
826,Insidious: Chapter 3,22692741,52218558,29525817,43.50,3002,7559,05/06/2015,Focus Features
827,Unstoppable,22688457,81562942,58874485,27.80,3207,7074,12/11/2010,Twentieth Century Fox
828,Funny People,22657780,51855045,29197265,43.70,3007,7535,31/07/2009,Universal Pictures
829,Black Mass,22635037,62575678,39940641,36.20,3188,7100,18/09/2015,Warner Bros.
830,Poltergeist,22620386,47425125,24804739,47.70,3240,6981,22/05/2015,Twentieth Century Fox
831,The Time Machine,22610437,56832494,34222057,39.80,2944,7680,08/03/2002,DreamWorks Distribution
832,Bridge to Terabithia,22564612,82272442,59707830,27.40,3139,7188,16/02/2007,Walt Disney Studios Motion Pictures
833,Training Day,22550788,76631907,54081119,29.40,2712,8315,05/10/2001,Warner Bros.
834,Dick Tracy,22543911,103738726,81194815,21.70,2332,9667,15/06/1990,Walt Disney Studios Motion Pictures
835,Saw: The Final Chapter,22530123,45710178,23180055,49.30,2808,8023,29/10/2010,Lionsgate
836,The Mask of Zorro,22525855,94095523,71569668,23.90,2515,8956,17/07/1998,Sony Pictures Releasing
837,Heaven Is for Real,22522221,91443253,68921032,24.60,2417,9318,16/04/2014,TriStar Pictures
838,The Lucky One,22518358,60457138,37938780,37.20,3155,7137,20/04/2012,Warner Bros.
839,Shallow Hal,22518295,70839203,48320908,31.80,2770,8129,09/11/2001,Twentieth Century Fox
840,Star Wars: Episode I - The Phantom Menace2012 3D Release,22469932,43456382,20986450,51.70,2655,8463,10/02/2012,Twentieth Century Fox
841,Life of Pi,22451514,124987023,102535509,18,2927,7670,21/11/2012,Twentieth Century Fox
842,The Social Network,22445653,96962694,74517041,23.20,2771,8100,01/10/2010,Sony Pictures Releasing
843,The Patriot,22413710,113330342,90916632,19.80,3061,7322,28/06/2000,Sony Pictures Releasing
844,Contagion,22403596,75658097,53254501,29.60,3222,6953,09/09/2011,Warner Bros.
845,Now You See Me 2,22383146,65075540,42692394,34.40,3232,6925,10/06/2016,Lionsgate
846,Walk the Line,22347341,119519402,97172061,18.70,2961,7547,18/11/2005,Twentieth Century Fox
847,The General's Daughter,22332053,102705852,80373799,21.70,2856,7819,18/06/1999,Paramount Pictures
848,Planes,22232291,90288712,68056421,24.60,3702,6005,09/08/2013,Walt Disney Studios Motion Pictures
849,Disturbia,22224982,80209692,57984710,27.70,2925,7598,13/04/2007,DreamWorks
850,"Legally Blonde 2: Red, White & Blonde",22220670,90186328,67965658,24.60,3350,6633,02/07/2003,Metro-Goldwyn-Mayer (MGM)
851,Monster House,22217226,73661010,51443784,30.20,3553,6253,21/07/2006,Sony Pictures Releasing
852,Freaky Friday,22203007,110230332,88027325,20.10,2954,7516,06/08/2003,Walt Disney Studios Motion Pictures
853,Kill Bill: Vol. 1,22200000,70099045,47899045,31.70,3102,7156,10/10/2003,Miramax
854,Die Hard with a Vengeance,22162245,100012499,77850254,22.20,2525,8777,19/05/1995,Twentieth Century Fox
855,Poseidon,22155410,60674817,38519407,36.50,3555,6232,12/05/2006,Warner Bros.
856,Diary of a Wimpy Kid,22126166,64003625,41877459,34.60,3077,7190,19/03/2010,Twentieth Century Fox
857,Ghost Rider: Spirit of Vengeance,22115334,51774002,29658668,42.70,3174,6967,17/02/2012,Sony Pictures Releasing
858,It's Complicated,22100820,112735375,90634555,19.60,2887,7655,25/12/2009,Universal Pictures
859,Ladder 49,22088204,74541707,52453503,29.60,3260,6775,01/10/2004,Walt Disney Studios Motion Pictures
860,Road to Perdition,22079481,104454762,82375281,21.10,1797,12286,12/07/2002,DreamWorks Distribution
861,Starship Troopers,22058773,54814377,32755604,40.20,2971,7424,07/11/1997,Sony Pictures Releasing
862,Star Trek: Insurrection,22052836,70187658,48134822,31.40,2620,8417,11/12/1998,Paramount Pictures
863,Chronicle,22004098,64575175,42571077,34.10,2907,7569,03/02/2012,Twentieth Century Fox
864,The Monuments Men,22003433,78031620,56028187,28.20,3083,7137,07/02/2014,Sony Pictures Releasing
865,Star Wars: Episode V - The Empire Strikes Back1997 Special Edition,21975993,67597694,45621701,32.50,2111,10410,21/02/1997,Twentieth Century Fox
866,Hide and Seek,21959233,51100486,29141253,43,3005,7307,28/01/2005,Twentieth Century Fox
867,Diary of a Mad Black Woman,21905089,50633099,28728010,43.30,1483,14770,25/02/2005,Lionsgate
868,Inspector Gadget,21889138,97403112,75513974,22.50,2814,7778,23/07/1999,Walt Disney Studios Motion Pictures
869,Unknown,21856389,63686397,41830008,34.30,3043,7182,18/02/2011,Warner Bros.
870,Dolittle,21844045,76859800,55015755,28.40,4155,5257,17/01/2020,Universal Pictures
871,Stomp the Yard,21833312,61356221,39522909,35.60,2051,10645,12/01/2007,Screen Gems
872,Notting Hill,21811180,116089678,94278498,18.80,2747,7940,28/05/1999,Universal Pictures
873,Lara Croft Tomb Raider: The Cradle of Life,21783641,65660196,43876555,33.20,3222,6760,25/07/2003,Paramount Pictures
874,RED,21761408,90380162,68618754,24.10,3255,6685,15/10/2010,Summit Entertainment
875,Neighbors 2: Sorority Rising,21760405,55455765,33695360,39.20,3384,6430,20/05/2016,Universal Pictures
876,Underworld,21753759,51970690,30216931,41.90,2915,7462,19/09/2003,Screen Gems
877,Die Hard 2,21744661,117540947,95796286,18.50,2507,8673,06/07/1990,Twentieth Century Fox
878,Texas Chainsaw 3D,21744470,34341945,12597475,63.30,2654,8193,04/01/2013,Lionsgate
879,Garfield,21727611,75369589,53641978,28.80,3094,7022,11/06/2004,Twentieth Century Fox
880,Shaft,21714757,70334258,48619501,30.90,2337,9291,16/06/2000,Paramount Pictures
881,Cats & Dogs,21707617,93385515,71677898,23.20,3040,7140,04/07/2001,Warner Bros.
882,Eyes Wide Shut,21706163,55691208,33985045,39,2411,9002,16/07/1999,Warner Bros.
883,Spy Game,21689125,62362560,40673435,34.80,2770,7830,21/11/2001,Universal Pictures
884,Lights Out,21688103,67268835,45580732,32.20,2818,7696,22/07/2016,Warner Bros.
885,RoboCop,21681430,58607007,36925577,37,3372,6429,12/02/2014,Sony Pictures Releasing
886,My Best Friend's Wedding,21678377,127120029,105441652,17,2134,10158,20/06/1997,Sony Pictures Releasing
887,Bumblebee,21654047,127195589,105541542,17,3550,6099,21/12/2018,Paramount Pictures
888,Temptation: Confessions of a Marriage Counselor,21641679,51975354,30333675,41.60,2047,10572,29/03/2013,Lionsgate
889,London Has Fallen,21635601,62524260,40888659,34.60,3490,6199,04/03/2016,Focus Features
890,Little Man,21613176,58645052,37031876,36.80,2533,8532,14/07/2006,Revolution Studios
891,When a Stranger Calls,21607203,47860214,26253011,45.20,2999,7204,03/02/2006,Screen Gems
892,Fool's Gold,21589295,70231041,48641746,30.70,3125,6908,08/02/2008,Warner Bros.
893,Tammy,21577049,84525432,62948383,25.50,3465,6227,02/07/2014,Warner Bros.
894,Christmas with the Kranks,21570867,73780539,52209672,29.20,3393,6357,24/11/2004,Revolution Studios
895,"You, Me and Dupree",21525560,75628110,54102550,28.50,3131,6874,14/07/2006,Universal Pictures
896,Pete's Dragon,21514095,76233151,54719056,28.20,3702,5811,12/08/2016,Walt Disney Studios Motion Pictures
897,American Reunion,21514080,57011521,35497441,37.70,3192,6740,06/04/2012,Universal Pictures
898,The 40-Year-Old Virgin,21422815,109449237,88026422,19.60,2845,7529,19/08/2005,Universal Pictures
899,The Stepford Wives,21406781,59484742,38077961,36,3057,7002,11/06/2004,Paramount Pictures
900,Good Boys,21402605,83140306,61737701,25.70,3204,6679,16/08/2019,Universal Pictures
901,Safe Haven,21401594,71349120,49947526,30,3223,6640,14/02/2013,Relativity Media
902,The Forbidden Kingdom,21401121,52075270,30674149,41.10,3151,6791,18/04/2008,Lionsgate
903,The Hitman's Bodyguard,21384504,75468583,54084079,28.30,3377,6332,18/08/2017,Lionsgate
904,Angel Has Fallen,21380987,69030436,47649449,31,3286,6506,23/08/2019,Lionsgate
905,Ice Age: Collision Course,21373064,64063008,42689944,33.40,3992,5353,22/07/2016,Twentieth Century Fox
906,Why Did I Get Married?,21353789,55204525,33850736,38.70,2011,10618,12/10/2007,Lionsgate
907,Turbo,21312625,83028128,61715503,25.70,3806,5599,17/07/2013,Twentieth Century Fox
908,Storks,21311407,72679278,51367871,29.30,3922,5433,23/09/2016,Warner Bros.
909,My Bloody Valentine,21241456,51545952,30304496,41.20,2534,8382,16/01/2009,Lionsgate
910,Happy Feet Two,21237068,64006466,42769398,33.20,3606,5889,18/11/2011,Warner Bros.
911,Boo 2! A Madea Halloween,21226953,47319572,26092619,44.90,2388,8889,20/10/2017,Lionsgate
912,Payback,21221526,81526121,60304595,26,2729,7776,05/02/1999,Paramount Pictures
913,Four Brothers,21176925,74494381,53317456,28.40,2533,8360,12/08/2005,Paramount Pictures
914,Waterworld,21171780,88246220,67074440,24,2268,9335,28/07/1995,Universal Pictures
915,The Adjustment Bureau,21157730,62495645,41337915,33.80,2840,7449,04/03/2011,Universal Pictures
916,The Hitchhiker's Guide to the Galaxy,21103203,51085416,29982213,41.30,3133,6735,29/04/2005,Walt Disney Studios Motion Pictures
917,Bride Wars,21058173,58715510,37657337,35.90,3226,6527,09/01/2009,Twentieth Century Fox
918,13 Going on 30,21054283,57231747,36177464,36.80,3438,6123,23/04/2004,Revolution Studios
919,Resident Evil: Retribution,21052227,42345531,21293304,49.70,3012,6989,14/09/2012,Screen Gems
920,Project X,21051363,54731865,33680502,38.50,3055,6890,02/03/2012,Warner Bros.
921,Law Abiding Citizen,21039502,73357727,52318225,28.70,2890,7280,16/10/2009,Overture Films
922,The Hunchback of Notre Dame,21037414,100138851,79101437,21,2778,7572,21/06/1996,Walt Disney Studios Motion Pictures
923,Valkyrie,21027007,83077833,62050826,25.30,2711,7756,25/12/2008,United Artists
924,The Forgotten,21022111,67133509,46111398,31.30,3104,6772,24/09/2004,Revolution Studios
925,Journey to the Center of the Earth,21018141,101704370,80686229,20.70,2811,7477,11/07/2008,Warner Bros.
926,The Strangers,20997985,52597610,31599625,39.90,2466,8514,30/05/2008,Rogue Pictures
927,Insomnia,20930169,67355513,46425344,31.10,2610,8019,24/05/2002,Warner Bros.
928,Scary Stories to Tell in the Dark,20915346,68947075,48031729,30.30,3135,6671,09/08/2019,Lionsgate
929,Remember the Titans,20905831,115654751,94748920,18.10,1865,11209,29/09/2000,Walt Disney Studios Motion Pictures
930,The Woman in Black,20874072,54333290,33459218,38.40,2855,7311,03/02/2012,CBS Films
931,Seabiscuit,20854735,120277854,99423119,17.30,1989,10485,25/07/2003,Universal Pictures
932,Underworld: Rise of the Lycans,20828511,45802315,24973804,45.50,2942,7079,23/01/2009,Screen Gems
933,The Grudge 2,20825300,39143839,18318539,53.20,3211,6485,13/10/2006,Sony Pictures Releasing
934,The Naked Gun 2½: The Smell of Fear,20817139,86930411,66113272,24,2378,8754,28/06/1991,Paramount Pictures
935,Prisoners,20817053,61002302,40185249,34.10,3260,6385,20/09/2013,Warner Bros.
936,Prom Night,20804941,43869350,23064409,47.40,2700,7705,11/04/2008,Screen Gems
937,Looper,20801552,66486205,45684653,31.30,2992,6952,28/09/2012,TriStar Pictures
938,This Is the End,20719162,101470202,80751040,20.40,3055,6782,12/06/2013,Sony Pictures Releasing
939,The Bounty Hunter,20686423,67061228,46374805,30.80,3074,6729,19/03/2010,Sony Pictures Releasing
940,Guess Who,20671446,68915888,48244442,30,3147,6568,25/03/2005,Sony Pictures Releasing
941,Step Up,20659573,65328121,44668548,31.60,2467,8374,11/08/2006,Walt Disney Studios Motion Pictures
942,The Wedding Ringer,20649306,64460211,43810905,32,3003,6876,16/01/2015,Screen Gems
943,Barbershop,20627433,75782105,55154672,27.20,1605,12851,13/09/2002,Metro-Goldwyn-Mayer (MGM)
944,1408,20617667,71985628,51367961,28.60,2678,7698,22/06/2007,-
945,Abominable,20612100,60716390,40104290,34,4242,4859,27/09/2019,Universal Pictures
946,Contact,20584908,100920329,80335421,20.40,1923,10704,11/07/1997,Warner Bros.
947,Deja Vu,20574802,64038616,43463814,32.10,3108,6619,22/11/2006,Walt Disney Studios Motion Pictures
948,Blockers,20556350,60311495,39755145,34.10,3379,6083,06/04/2018,Universal Pictures
949,Baby Driver,20553320,107825862,87272542,19.10,3226,6371,28/06/2017,TriStar Pictures
950,Gemini Man,20552372,48546770,27994398,42.30,3642,5643,11/10/2019,Paramount Pictures
951,End of Days,20523595,66889043,46365448,30.70,2593,7915,24/11/1999,Universal Pictures
952,Takers,20512304,57744720,37232416,35.50,2206,9298,27/08/2010,Screen Gems
953,Scary Movie 2,20503356,71308997,50805641,28.80,3220,6367,04/07/2001,Miramax
954,Notorious,20497596,36843682,16346086,55.60,1638,12513,16/01/2009,Fox Searchlight Pictures
955,Mrs. Doubtfire,20468847,219195243,198726396,9.30,1605,12753,24/11/1993,Twentieth Century Fox
956,The Lego Ninjago Movie,20433071,59281555,38848484,34.50,4047,5048,22/09/2017,Warner Bros.
957,Life,20414775,64016268,43601493,31.90,2594,7869,16/04/1999,Universal Pictures
958,Lethal Weapon 2,20388800,147253986,126865186,13.80,1803,11308,07/07/1989,Warner Bros.
959,Legally Blonde,20377426,96520674,76143248,21.10,2620,7777,13/07/2001,Metro-Goldwyn-Mayer (MGM)
960,The Last Exorcism,20366613,41034350,20667737,49.60,2874,7086,27/08/2010,Lionsgate
961,The Upside,20355000,108252517,87897517,18.80,3080,6608,11/01/2019,STX Entertainment
962,Warm Bodies,20353967,66380662,46026695,30.70,3009,6764,01/02/2013,Lionsgate
963,The Nutcracker and the Four Realms,20352491,54858851,34506360,37.10,3766,5404,02/11/2018,Walt Disney Studios Motion Pictures
964,Clear and Present Danger,20348017,122187717,101839700,16.60,2378,8556,05/08/1994,Paramount Pictures
965,John Q,20275194,71756802,51481608,28.30,2466,8221,15/02/2002,New Line Cinema
966,Annabelle Comes Home,20269723,74152591,53882868,27.30,3613,5610,26/06/2019,Warner Bros.
967,Friday Night Lights,20269025,61255921,40986896,33.10,2667,7599,08/10/2004,Universal Pictures
968,Pain & Gain,20244505,49875291,29630786,40.60,3277,6177,26/04/2013,Paramount Pictures
969,Barbershop: The Next Cut,20242415,54030051,33787636,37.50,2661,7607,15/04/2016,Warner Bros.
970,Deepwater Horizon,20223544,61433527,41209983,32.90,3259,6205,30/09/2016,Lionsgate
971,The Pink Panther,20220412,82226474,62006062,24.60,3477,5815,10/02/2006,Sony Pictures Releasing
972,We Were Soldiers,20212543,78122718,57910175,25.90,3143,6430,01/03/2002,Paramount Pictures
973,Eight Below,20188176,81612565,61424389,24.70,3066,6584,17/02/2006,Walt Disney Studios Motion Pictures
974,Rambo: First Blood Part II,20176217,150415432,130239215,13.40,2074,9728,22/05/1985,TriStar Pictures
975,What Happens in Vegas,20172474,80277646,60105172,25.10,3215,6274,09/05/2008,Twentieth Century Fox
976,Kicking & Screaming,20159925,52842724,32682799,38.20,3455,5835,13/05/2005,Universal Pictures
977,Lost in Space,20154919,69117629,48962710,29.20,3306,6096,03/04/1998,New Line Cinema
978,Silent Hill,20152598,46982632,26830034,42.90,2926,6887,21/04/2006,Sony Pictures Releasing
979,Entrapment,20145595,87704396,67558801,23,2814,7159,30/04/1999,Twentieth Century Fox
980,Knight and Day2010 Re-release,20139985,76423035,56283050,26.40,3098,6500,23/06/2010,Twentieth Century Fox
981,Bewitched,20131130,63313159,43182029,31.80,3174,6342,24/06/2005,Sony Pictures Releasing
982,xXx: Return of Xander Cage,20130142,44898413,24768271,44.80,3651,5513,20/01/2017,Paramount Pictures
983,Final Destination 3,20125000,54098051,33973051,37.20,2880,6987,10/02/2006,New Line Cinema
984,Beavis and Butt-Head Do America,20114233,63118386,43004153,31.90,2190,9184,20/12/1996,Paramount Pictures
985,The Mexican,20108829,66845033,46736204,30.10,2951,6814,02/03/2001,DreamWorks Distribution
986,Meet the Browns,20082809,41975388,21892579,47.80,2006,10011,21/03/2008,Lionsgate
987,Zookeeper,20065617,80360843,60295226,25,3482,5762,08/07/2011,Sony Pictures Releasing
988,Ray,20039730,75331600,55291870,26.60,2006,9989,29/10/2004,Universal Pictures
989,Enemy of the State,20038573,111549836,91511263,18,2393,8373,20/11/1998,Walt Disney Studios Motion Pictures
990,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,20030473,78656813,58626340,25.50,2868,6984,22/03/1991,New Line Cinema
991,Julie & Julia,20027956,94125426,74097470,21.30,2354,8508,07/08/2009,Sony Pictures Releasing
992,The Manchurian Candidate,20018620,65955630,45937010,30.40,2867,6982,30/07/2004,Paramount Pictures
993,Rocky IV,19991537,127873716,107882179,15.60,1325,15087,27/11/1985,United Artists
994,Pitch Perfect 3,19928525,104897530,84969005,19,3447,5781,22/12/2017,Universal Pictures
995,102 Dalmatians,19883351,66957026,47073675,29.70,2704,7353,22/11/2000,Walt Disney Studios Motion Pictures
996,Ouija,19875995,50856010,30980015,39.10,2858,6954,24/10/2014,Universal Pictures
997,Kick-Ass,19828687,48071303,28242616,41.20,3065,6469,16/04/2010,Lionsgate
998,The Unborn,19810585,42670410,22859825,46.40,2357,8405,09/01/2009,Universal Pictures
999,The Cable Guy,19806226,60240295,40434069,32.90,2657,7454,14/06/1996,Sony Pictures Releasing
"1,000",Spawn,19738749,54870175,35131426,36,2536,7783,01/08/1997,New Line Cinema